PID,SalePrice
907135180,125488.33967926048
528181040,211237.94659523768
528175010,218294.66704658614
531379030,190604.6128797957
923275090,122894.76424281317
528181070,237315.09717727857
908103280,145401.04633064542
902201110,127015.1567049936
905103070,139660.75649163648
527162180,182841.11690386286
905450020,154285.9565278982
535301150,146396.8943951835
535451170,86900.02079577204
909250060,178277.10684066272
527254020,348646.9347731619
911128180,80333.67242918634
534475170,178861.5516926416
535402180,117360.49971929783
528235180,176386.57621614725
907200130,122473.1864158662
906476030,193685.37009772795
923203090,164511.43470586563
903454020,72295.24727343366
534277060,113330.7053330398
535450220,138510.20536627903
527252090,314636.24231966876
535300040,135202.02706711358
533241010,228707.28924704372
903201090,88690.04961181073
921128030,386179.6420753725
535180020,146346.41984440037
527106050,163091.80566649637
903233050,133941.491222387
527105010,176150.96174507416
907196050,211153.15931789592
535375010,81451.15693223939
909455040,176763.50069376285
911370410,265061.5008076373
906223080,209294.29429211948
902204080,90632.22858385417
916225130,274708.430634259
534400060,159606.0869197563
528178090,356295.69771464076
528235190,187169.17373444766
906477110,149489.98774022184
902106090,119726.69641820964
535327160,114162.63619556736
909129100,117854.21597547266
909281110,209402.92950342456
528188120,178119.32426855958
528150120,319877.43519346794
535125060,221365.4786762054
906380120,189555.88775829878
527451020,117763.48769506605
528429100,270776.8951638698
527132090,234303.94455688476
902427045,103930.5521217565
923276260,137655.3522116862
907290140,144600.0439147657
906380100,310481.22920594574
527377110,178336.1920147257
535379110,141682.8396430502
527427230,182315.68960379116
905105010,133064.08811051474
533215080,272031.32399502635
903484080,68529.64874959718
528441080,257319.3433666358
528120100,244105.48015480954
902301060,99696.29321264393
528231050,191982.26581467252
535353190,154345.07744225764
907201280,134420.32183992394
528315080,285579.18677499524
531375060,154497.32373676982
906200230,160776.42053266344
527451550,116330.38052583719
902103090,104910.91533494441
534401190,147674.87664316606
909425085,295975.5299713813
526352080,185746.4320100443
907126050,150985.46396275956
905352180,222189.55678282518
533212060,150577.49910829458
527356050,141409.81139566298
534479240,154271.6467607672
906226130,119490.77965518374
923228210,96667.51452548087
903227080,121352.49776635504
535179120,113736.77132280119
908201100,92976.7254936291
532479050,135507.42723608765
534402060,136843.57999808007
902109160,110716.67106412136
904302030,155546.1136317366
902300215,134549.53544185817
903228070,103251.36458655978
902406070,127744.54526265254
907410020,185518.25362711915
528365090,310064.56581117836
534450110,62341.58999325233
527146135,331609.79569386627
535325340,128990.98855664989
534452060,121771.01013948632
535325090,130572.84815732673
534202130,137488.89656278447
528118020,333831.1240218252
527214050,487949.78645383706
907401060,213781.09856914319
905104210,120561.45715270155
905225080,197603.9805200886
535178060,138212.38565273842
914476450,172645.75224429654
533250050,257306.92794895917
535450070,148966.34460019908
528181060,228946.79781773282
535454100,142320.84863573726
534476080,138305.69991448737
909452114,243676.6514437674
903476090,123395.6521569508
904101040,106443.33922181732
534431030,136432.5312788029
910202060,98806.22176956481
916386090,252156.86842641336
527451460,103181.34299363011
528290120,192209.54516551015
531375090,142537.70254417256
527403040,150904.4409199587
535453020,141406.3717653467
911175360,104166.8228636145
528228545,186984.67267200822
534275100,120710.92959019341
528142040,309912.4561770561
527357110,135909.64911295395
528480170,299096.22161317756
905226030,113077.45587767017
905104110,137099.09007592924
528480070,257235.16285268505
528386040,369512.49267070135
535453100,131180.5907800169
907192030,198683.12897307702
905478030,122808.12383636017
527210050,383219.854927034
535382020,112326.37383466541
528110070,335863.5342557129
902303100,151250.3605791661
903456090,103148.13323345777
528186080,297318.3423518562
909275310,228615.79634918628
908128100,198780.55559054684
908102140,128209.54476733171
531385060,180202.12769025195
902103100,124594.58817508839
528106010,384516.64794036775
534430080,121054.87194284514
533252130,194913.51987732135
528458160,324827.35182329576
902300110,105281.04341313153
528228275,214006.70857391853
907130060,166721.4719893767
905105190,129034.53228277918
908225240,106306.48155848186
528480060,282261.9919047683
526355170,253026.86136704005
902105010,90152.91240755568
903225160,134111.4861037068
924151050,218529.0342809398
535456010,132301.7088053098
907130110,172029.194519277
909451040,114469.59398126692
535126140,211533.8582623299
533253050,172012.99088736664
905480240,101785.40726433024
905479110,104272.10189902334
903233140,122636.52948625946
909254070,173885.7684676011
907250020,265215.5387518814
908102260,144388.8205389099
527403360,117604.73959575497
906225210,147717.67122680915
527359010,164076.8230815735
905100030,139801.9418663848
909250030,116660.50926405593
908225320,131034.93980811384
905201030,79653.25688054338
914474020,229940.87489213873
532479020,150559.50373348338
528228575,268001.35167161643
527107240,170464.4600414462
533253210,194020.1906562312
527127150,206089.1849771277
531450120,204107.25218926248
905427050,170379.74144882368
527258010,395705.1888147281
906476140,154676.04935518053
533236090,319090.71251742577
908103090,115304.13571734147
908250090,102420.20393557986
528181010,224086.6539888331
907227090,129223.73483340659
527302185,234163.1526825315
535426150,145540.61110706552
909254100,167734.90742709918
531382120,189593.20157917406
921201060,288988.63239469205
528180140,383935.5260464114
905402090,174500.3734917769
902207120,77651.61602328265
902134100,90548.45741529977
908178050,250745.19318470606
535451210,107760.39362571477
528114050,339171.5488416352
907203010,132919.52160022908
534151175,229257.82308200447
908228040,113167.41394895337
902110080,136084.98506955654
923277040,133147.59525317114
908204160,92689.09191908424
905402110,124687.54278713635
905102060,124429.80886335805
902402010,141159.52003712754
527107130,189312.69361186598
909251030,134872.74698054965
903225040,119523.74505182616
902405120,115416.41683450864
534201280,130220.08286529822
527451290,104525.04937854817
905451390,160318.92164565582
528456200,212361.17278826583
902110130,100330.58533236085
528112010,254371.9551909242
905226130,151571.46998976832
905108120,138656.67288773262
532353120,121200.31356157621
528120030,310634.9811224464
527450110,100776.52978683959
533244040,304088.86717194814
910205120,107851.58691020361
535452100,125637.87465234684
528106050,424659.83403869893
909100170,82811.66158372068
531453040,182720.13168305412
535304060,129269.27214235374
528431120,260719.4712746476
904100170,149290.49573639454
528218090,183201.507725408
527131110,251547.71595490503
533208010,201704.0465515566
906226080,119217.4997843405
535152200,126792.09927161754
528231020,182749.37307281242
911128010,104775.44727542189
527455250,127072.28180782196
535403150,149466.5060598409
533251110,294906.3326734972
535457010,151531.52671109093
528110040,440198.89589554927
923252080,113827.9362754913
909101010,128553.8901936143
535177110,171596.68967460634
528354050,273735.1393427813
528235000,180990.0486234248
909252150,143580.77826905184
909275110,187610.37475576243
534427040,153291.06515265116
535151080,157567.28567345714
923226320,93926.44004080346
535450210,141761.90079024548
905403050,81954.43741709048
535382150,81743.6275019121
535176070,152416.70386894344
905103140,156172.29747766868
534201260,154520.92715915586
531451110,122525.52332260332
528348010,296793.5376699342
527212050,361697.80458033376
532377130,140195.27679199047
535325320,122252.82354773932
535383110,95402.77725951394
531450030,190562.22276453496
903401020,163107.3682031018
531363050,151811.75652715703
528358030,327505.0641425655
528456230,199116.27897369958
903227140,120127.507594625
909179020,188162.8331240142
905202090,106000.98147436322
535453040,121987.56547025348
535302130,136726.21009682355
528480040,267276.9185036125
905104180,129542.71710543016
534451050,113796.51932094274
531452010,134598.3502828194
923228220,102274.35797212964
903233100,128813.5672035356
906392080,192147.29107604563
903232090,139128.09737693192
903426200,154393.22865897403
903451110,126693.46321589182
909250150,165386.63732332794
527180040,200373.98859535818
909253080,193814.47218747032
534431130,120808.31342914017
921205070,302353.68816100416
527105060,165573.174473421
528290140,182330.87967881607
527451110,118531.22824201423
903201080,144921.33025264047
921128050,352172.5518839735
905101330,130887.88161447675
909250200,143179.10627138356
916403020,205625.21507828328
535151020,141400.51551241492
908152290,151308.39011238734
535355100,116217.7258792317
923400125,136411.71459036716
903227020,127586.03196422911
528322020,324124.7807130957
909451140,122950.25230697196
909451020,115509.95410393353
908225290,122650.60577482787
532377100,127866.59815398342
534129380,147624.2837470339
902304040,110637.06212795153
534276180,118515.479713712
528222040,194678.8712123731
528176070,318453.4750278422
902400110,431309.27583704423
903233030,118140.01291770856
531367050,226614.58303902703
907227300,121505.75677234291
923226290,94958.55166716239
906340080,317746.5123198751
533206050,202605.64325087456
535304170,129977.4897523129
528315060,285743.95527803665
923276030,139144.90258403282
907270050,259885.92057296672
902109080,120129.89709858314
904100030,138273.44613458993
528439050,235930.17151275466
534401110,135236.29192502462
908275040,129726.81056709333
902300040,132220.3925425191
527302020,223577.80142743062
534477110,165448.53287397648
527325090,190122.4143955932
902106130,98040.41343450757
528164040,334666.5335321909
906203140,226545.74486599097
535375040,90346.2575984376
527455060,139141.77829867994
535451250,147825.8477991954
907131190,213258.48603037477
923425030,127398.91815171589
911204090,85260.29711085997
907290160,144018.68519833506
909451100,124532.68588582474
534426040,137805.324296131
916386180,206366.68313494665
907405030,212035.8978749697
903226060,159586.33757558162
528315070,257748.21806544816
527210030,466569.49876754946
533212050,146180.17022581035
528228460,173573.4752557358
535105060,173612.6852360024
906392070,191373.49036471377
914476130,163567.86197354004
908275180,132971.3673414198
533236040,168537.25361513664
533254110,256462.08424658998
534455030,160033.86137749243
528321010,353104.4598526762
528435060,257726.98338985673
535403200,126574.2352857316
528110020,558372.3419182712
907194130,213798.38780625822
528186190,234287.510789451
902206040,112647.71736392363
921128020,337634.1465264165
533250110,223428.18674244243
534479300,119198.83200210692
534225120,137335.80503734728
903425245,196680.51718654932
533130170,334031.06540150964
909100080,104158.42264258397
923230180,126274.70337563996
533223020,166784.39224830363
905106170,121713.26173589706
907202220,126139.39649934958
907251100,247088.0008757678
527163010,181752.16680525403
526353030,226246.87828119163
903425420,119875.24482001268
528108070,339257.5432937963
903401030,128709.01929838574
531375110,142469.70676545496
904301410,107736.13642569697
902204120,120535.9905588412
904302020,91784.74686857809
902202090,125099.13107409037
528344020,311178.88895394583
908103260,132835.58146975958
909251170,141744.62874314323
911370450,287261.4246105279
903456110,228487.69485474276
908276230,107491.85076980348
535105160,128563.87745722971
902207130,54890.84713323617
923228230,96429.39343288503
903457040,171858.62476288955
908102130,129962.73820334514
535151040,138832.79828520404
921126010,280423.9420148682
534276010,112376.35428326532
534204030,128237.13467067077
911104060,59987.41481728824
903450110,82453.55031707668
527328050,161456.40396457
910206010,51893.48431468051
527451400,93909.42692931522
907290090,222287.47184890963
531363030,163621.9570336017
528218080,186113.6091105893
527451200,109202.99358634623
903427120,143791.52872968794
534431020,130783.62711718447
535153140,169309.6692618121
534403290,215227.3016052081
534479120,128331.98318136302
907135040,145734.52616414227
533350050,464284.15113303496
535451110,121188.02781960384
533213070,166852.59558723614
916384100,242339.2844416689
535126040,202247.24783345623
909282060,201207.00598589084
528427100,239622.391177258
534430090,117206.12252826769
528348030,273539.36108977586
923228390,96402.15739523624
908186050,140467.35810384958
531452100,158228.51399107845
902207150,105911.82652665666
528120160,294349.6262214669
535354130,139360.78402760194
533208090,199046.67566392227
535381060,87021.36272059756
527452190,149706.3627483508
903233120,124068.63208542217
905109130,262163.11459983425
909281030,120017.12719959914
910203250,58196.13917387469
528294010,179340.95418694144
528172020,262299.69312987744
535380010,150616.25112719063
916382010,216986.05079339063
532479140,164797.804242286
905452040,156112.83373134013
534475185,162957.3146762102
534178010,127085.50669325145
527212040,365208.01253869146
909175030,151126.6091026998
531479030,108606.66028356733
902100130,89615.06225101757
909101070,60400.31052099701
902109130,108066.41305331224
528365070,291669.8512665068
534276360,129418.17733131666
527180100,196469.50235398466
527455100,131637.04939928776
902301130,100075.5294798397
532378120,115266.41571043
903455140,120094.92852551313
910201050,138604.55987194623
923400040,161499.20241163482
914476430,171532.48017528537
533206070,239617.24725835177
909451130,115430.38226988174
903226150,110213.70839575333
534400050,179547.5281476711
908102160,124009.63432141521
533236050,196411.922853273
528488140,199020.22498555467
906380010,195472.71774124107
903454090,138089.26717892947
535450310,174257.56558313736
531371070,186333.80764924915
531477050,85792.17028516444
905103180,154614.882680267
902402130,112470.53922297661
531452260,175642.18608236779
527376110,177321.0092946806
909250220,101423.3105208431
527427160,171415.61578058428
907202050,156553.3637247897
531379050,221904.36564877754
528240030,192014.30066592022
903430090,145094.55913945145
534127080,208098.43627184373
907265100,226748.14672872916
527405130,113108.45980946736
532351050,126728.81264554139
535305030,120983.92121680909
535450190,114735.77245373132
527355280,193679.92106076825
906380190,187122.66996939163
907203090,130286.0982316818
908203100,102841.21189196037
905200260,169455.72390653513
906475170,349558.658222461
909201110,152139.17035437806
534126090,198750.11635186526
907200190,132153.7242943052
534430050,128955.2145426265
909201180,124706.31388453406
528108130,356540.64382221125
909276200,151319.6196517305
916402015,193557.08727040706
904100190,99660.21514820978
532353130,131115.83426916308
527145090,206546.01841071338
535375130,107390.02834169642
533254100,215769.1419065857
528142110,329504.84670703893
528235200,176643.11959556575
923202015,175018.1885460979
905451340,88847.11854862003
528218100,196305.25401943483
528240130,203320.28720493978
911370540,260629.08925212172
909175050,198624.79033672722
907410040,206348.0944636845
528108010,273576.8477292861
531376030,194118.59884979538
905453080,262475.178715948
906226120,141550.55840282122
908154080,404355.0824982697
534451120,96834.53039124692
535478090,114922.59539535464
903206170,165968.23293938456
902406030,114808.81588826176
907414040,193652.7097147007
911102170,83407.45076740536
923225360,105657.02553839602
902106040,159344.15611812225
534477090,154943.83201053692
906378150,319797.880716037
535325460,193301.7498452053
534275220,118035.83459015895
535353140,101972.08241331055
907412020,206622.22712853167
528358040,280683.2074826713
906380200,188953.21967470614
903231080,109094.28647702778
907275080,241735.3391914482
533212110,145705.40413826716
904301110,104938.60441082508
531363040,161794.16071451898
535104120,183450.11211223077
527427110,163912.74590532953
527354050,169678.19054602057
907420060,182396.41188095292
905101300,117896.38118622308
528435050,266324.52778671467
903234160,104238.98514042434
534177230,204817.35432611528
923228270,97184.68738728226
535427070,216911.71589862162
527455050,141659.15190448964
535155110,133408.9535882217
923226270,99872.54882082302
909251090,212299.22230200638
535304100,129421.76012017115
916380070,309210.8713017262
534201230,128464.91382518737
535179160,123935.02304379035
531451020,187504.1161966856
528344060,294206.71797588293
535402220,179842.46943036327
903226160,126327.86589730682
902107050,121949.43440630636
905480030,121933.86768893867
527183060,202648.18586257062
909252110,185303.70696658225
902111010,98376.39561116624
535404080,113397.71350778273
908188140,145495.8592527846
907285010,224109.45175909228
905352030,213915.28827209558
535175050,158280.7863808798
906425045,147089.03802627223
535152060,127630.57184978733
903204040,145582.34753468816
903458020,102295.03651417639
923204040,118074.41318892829
903236200,110469.83420826023
535457020,141026.0347690613
527451380,117803.55565253847
531375140,140738.93939356666
528174060,183756.41827186098
903400180,176246.02173856206
903227150,126556.79454540189
909250070,160862.6439160388
909425180,205603.9255077204
